5, 0, 0
4.98401, 0, 0.399573
4.93614, 0, 0.796591
4.85669, 0, 1.18851
4.74618, 0, 1.57283
4.6053, 0, 1.94709
4.43497, 0, 2.3089
4.23628, 0, 2.65593
4.01048, 0, 2.98598
3.75903, 0, 3.29692
3.48353, 0, 3.58678
3.18576, 0, 3.85369
2.8676, 0, 4.09596
2.5311, 0, 4.31202
2.17841, 0, 4.5005
1.81179, 0, 4.6602
1.43358, 0, 4.79008
1.04619, 0, 4.88932
0.652118, 0, 4.95729
0.253871, 0, 4.99355
-0.145999, 0, 4.99787
-0.544935, 0, 4.97022
-0.940386, 0, 4.91077
-1.32982, 0, 4.81991
-1.71075, 0, 4.69823
-2.08074, 0, 4.54649
-2.43741, 0, 4.36566
-2.7785, 0, 4.15692
-3.10181, 0, 3.92158
-3.40528, 0, 3.66116
-3.68697, 0, 3.37732
-3.94507, 0, 3.07187
-4.17794, 0, 2.74678
-4.38409, 0, 2.40411
-4.56219, 0, 2.04607
-4.71111, 0, 1.67494
-4.8299, 0, 1.2931
-4.91779, 0, 0.902983
-4.97422, 0, 0.507092
-4.99883, 0, 0.107958
-4.99147, 0, -0.291867
-4.95219, 0, -0.689826
-4.88122, 0, -1.08337
-4.77903, 0, -1.46999
-4.64627, 0, -1.8472
-4.48379, 0, -2.2126
-4.29263, 0, -2.56384
-4.07402, 0, -2.89869
-3.82934, 0, -3.21499
-3.56017, 0, -3.51073
-3.26822, 0, -3.78401
-2.95537, 0, -4.03308
-2.62362, 0, -4.25636
-2.27508, 0, -4.45242
-1.91199, 0, -4.61999
-1.53667, 0, -4.75801
-1.15152, 0, -4.86559
-0.759009, 0, -4.94205
-0.361639, 0, -4.9869
0.0380441, 0, -4.99986
0.437484, 0, -4.98082
0.834125, 0, -4.92993
1.22543, 0, -4.84751
1.6089, 0, -4.73407
1.98207, 0, -4.59036
2.34257, 0, -4.41728
2.68808, 0, -4.21595
3.0164, 0, -3.98764
3.32543, 0, -3.73384
3.61318, 0, -3.45614
3.87782, 0, -3.15634
4.11766, 0, -2.83636
4.33115, 0, -2.49822
4.51694, 0, -2.14411
4.67384, 0, -1.77628
4.80085, 0, -1.39709
4.89714, 0, -1.00897
4.96211, 0, -0.614387
4.99534, 0, -0.215877
4.92211, 0.552711, 0
4.90637, 0.552711, 0.393349
4.85924, 0.552711, 0.784182
4.78103, 0.552711, 1.17
4.67224, 0.552711, 1.54833
4.53356, 0.552711, 1.91676
4.36589, 0.552711, 2.27293
4.17028, 0.552711, 2.61456
3.948, 0.552711, 2.93946
3.70047, 0.552711, 3.24556
3.42927, 0.552711, 3.53091
3.13613, 0.552711, 3.79366
2.82293, 0.552711, 4.03215
2.49167, 0.552711, 4.24485
2.14448, 0.552711, 4.43039
1.78356, 0.552711, 4.5876
1.41124, 0.552711, 4.71546
1.0299, 0.552711, 4.81316
0.641959, 0.552711, 4.88007
0.249917, 0.552711, 4.91576
-0.143725, 0.552711, 4.92001
-0.536446, 0.552711, 4.89279
-0.925737, 0.552711, 4.83427
-1.30911, 0.552711, 4.74483
-1.6841, 0.552711, 4.62504
-2.04832, 0.552711, 4.47566
-2.39944, 0.552711, 4.29766
-2.73521, 0.552711, 4.09216
-3.05349, 0.552711, 3.86049
-3.35223, 0.552711, 3.60412
-3.62953, 0.552711, 3.3247
-3.88362, 0.552711, 3.02402
-4.11286, 0.552711, 2.70399
-4.31579, 0.552711, 2.36666
-4.49112, 0.552711, 2.0142
-4.63772, 0.552711, 1.64885
-4.75466, 0.552711, 1.27295
-4.84118, 0.552711, 0.888917
-4.89673, 0.552711, 0.499193
-4.92096, 0.552711, 0.106276
-4.91372, 0.552711, -0.287321
-4.87504, 0.552711, -0.67908
-4.80518, 0.552711, -1.06649
-4.70458, 0.552711, -1.44709
-4.57389, 0.552711, -1.81842
-4.41395, 0.552711, -2.17813
-4.22577, 0.552711, -2.5239
-4.01055, 0.552711, -2.85353
-3.76969, 0.552711, -3.16491
-3.50471, 0.552711, -3.45604
-3.21731, 0.552711, -3.72506
-2.90934, 0.552711, -3.97026
-2.58275, 0.552711, -4.19006
-2.23964, 0.552711, -4.38306
-1.88221, 0.552711, -4.54802
-1.51274, 0.552711, -4.68389
-1.13359, 0.552711, -4.7898
-0.747185, 0.552711, -4.86507
-0.356005, 0.552711, -4.90922
0.0374515, 0.552711, -4.92197
0.430669, 0.552711, -4.90323
0.821132, 0.552711, -4.85314
1.20634, 0.552711, -4.77199
1.58384, 0.552711, -4.66033
1.9512, 0.552711, -4.51885
2.30608, 0.552711, -4.34847
2.64621, 0.552711, -4.15027
2.96941, 0.552711, -3.92553
3.27362, 0.552711, -3.67567
3.55689, 0.552711, -3.40231
3.81741, 0.552711, -3.10718
4.05351, 0.552711, -2.79217
4.26368, 0.552711, -2.45931
4.44658, 0.552711, -2.11071
4.60104, 0.552711, -1.74861
4.72606, 0.552711, -1.37533
4.82085, 0.552711, -0.99325
4.88481, 0.552711, -0.604816
4.91752, 0.552711, -0.212514
4.69451, 1.06237, 0
4.6795, 1.06237, 0.37516
4.63455, 1.06237, 0.747921
4.55996, 1.06237, 1.1159
4.4562, 1.06237, 1.47674
4.32393, 1.06237, 1.82813
4.16401, 1.06237, 2.16783
3.97745, 1.06237, 2.49366
3.76545, 1.06237, 2.80354
3.52936, 1.06237, 3.09549
3.2707, 1.06237, 3.36764
2.99111, 1.06237, 3.61824
2.6924, 1.06237, 3.8457
2.37646, 1.06237, 4.04857
2.04532, 1.06237, 4.22553
1.70109, 1.06237, 4.37547
1.34599, 1.06237, 4.49742
0.982272, 1.06237, 4.5906
0.612275, 1.06237, 4.65441
0.23836, 1.06237, 4.68846
-0.137079, 1.06237, 4.69251
-0.511641, 1.06237, 4.66655
-0.88293, 1.06237, 4.61073
-1.24857, 1.06237, 4.52543
-1.60623, 1.06237, 4.41117
-1.95361, 1.06237, 4.26871
-2.28849, 1.06237, 4.09893
-2.60874, 1.06237, 3.90294
-2.91229, 1.06237, 3.68198
-3.19722, 1.06237, 3.43747
-3.4617, 1.06237, 3.17097
-3.70404, 1.06237, 2.88419
-3.92268, 1.06237, 2.57896
-4.11623, 1.06237, 2.25723
-4.28345, 1.06237, 1.92106
-4.42327, 1.06237, 1.57261
-4.5348, 1.06237, 1.21409
-4.61732, 1.06237, 0.847813
-4.6703, 1.06237, 0.47611
-4.69342, 1.06237, 0.101362
-4.68651, 1.06237, -0.274035
-4.64962, 1.06237, -0.647679
-4.58299, 1.06237, -1.01718
-4.48704, 1.06237, -1.38017
-4.3624, 1.06237, -1.73434
-4.20984, 1.06237, -2.07741
-4.03036, 1.06237, -2.4072
-3.8251, 1.06237, -2.72158
-3.59538, 1.06237, -3.01856
-3.34265, 1.06237, -3.29623
-3.06854, 1.06237, -3.55281
-2.77481, 1.06237, -3.78667
-2.46332, 1.06237, -3.99631
-2.13608, 1.06237, -4.18038
-1.79517, 1.06237, -4.33772
-1.44279, 1.06237, -4.4673
-1.08117, 1.06237, -4.56832
-0.712635, 1.06237, -4.64011
-0.339544, 1.06237, -4.68222
0.0357197, 1.06237, -4.69437
0.410755, 1.06237, -4.67651
0.783162, 1.06237, -4.62872
1.15056, 1.06237, -4.55133
1.5106, 1.06237, -4.44483
1.86097, 1.06237, -4.3099
2.19945, 1.06237, -4.14739
2.52385, 1.06237, -3.95836
2.83211, 1.06237, -3.74401
3.12225, 1.06237, -3.50571
3.39242, 1.06237, -3.24498
3.64089, 1.06237, -2.9635
3.86608, 1.06237, -2.66306
4.06653, 1.06237, -2.34559
4.24097, 1.06237, -2.01311
4.38828, 1.06237, -1.66776
4.50752, 1.06237, -1.31173
4.59794, 1.06237, -0.947322
4.65893, 1.06237, -0.57685
4.69013, 1.06237, -0.202688
4.33493, 1.48929, 0
4.32106, 1.48929, 0.346424
4.27956, 1.48929, 0.690633
4.21068, 1.48929, 1.03042
4.11486, 1.48929, 1.36362
3.99273, 1.48929, 1.6881
3.84506, 1.48929, 2.00178
3.67279, 1.48929, 2.30265
3.47703, 1.48929, 2.5888
3.25902, 1.48929, 2.85838
3.02017, 1.48929, 3.10969
2.762, 1.48929, 3.3411
2.48617, 1.48929, 3.55113
2.19443, 1.48929, 3.73846
1.88865, 1.48929, 3.90187
1.57079, 1.48929, 4.04032
1.24289, 1.48929, 4.15293
0.907033, 1.48929, 4.23897
0.565376, 1.48929, 4.2979
0.220103, 1.48929, 4.32933
-0.126579, 1.48929, 4.33308
-0.472451, 1.48929, 4.3091
-0.815301, 1.48929, 4.25757
-1.15294, 1.48929, 4.17879
-1.4832, 1.48929, 4.07329
-1.80397, 1.48929, 3.94174
-2.1132, 1.48929, 3.78497
-2.40892, 1.48929, 3.60398
-2.68922, 1.48929, 3.39995
-2.95233, 1.48929, 3.17417
-3.19655, 1.48929, 2.92808
-3.42032, 1.48929, 2.66327
-3.62222, 1.48929, 2.38142
-3.80094, 1.48929, 2.08433
-3.95535, 1.48929, 1.77391
-4.08446, 1.48929, 1.45215
-4.18745, 1.48929, 1.1211
-4.26365, 1.48929, 0.782873
-4.31257, 1.48929, 0.439642
-4.33392, 1.48929, 0.0935978
-4.32753, 1.48929, -0.253045
-4.29347, 1.48929, -0.598069
-4.23195, 1.48929, -0.939267
-4.14335, 1.48929, -1.27446
-4.02825, 1.48929, -1.6015
-3.88738, 1.48929, -1.91829
-3.72165, 1.48929, -2.22281
-3.53211, 1.48929, -2.51312
-3.31998, 1.48929, -2.78735
-3.08661, 1.48929, -3.04375
-2.8335, 1.48929, -3.28068
-2.56226, 1.48929, -3.49662
-2.27464, 1.48929, -3.6902
-1.97246, 1.48929, -3.86018
-1.65767, 1.48929, -4.00546
-1.33227, 1.48929, -4.12512
-0.998354, 1.48929, -4.2184
-0.65805, 1.48929, -4.28469
-0.313536, 1.48929, -4.32357
0.0329837, 1.48929, -4.3348
0.379292, 1.48929, -4.3183
0.723174, 1.48929, -4.27418
1.06243, 1.48929, -4.20272
1.39489, 1.48929, -4.10437
1.71843, 1.48929, -3.97977
2.03098, 1.48929, -3.82972
2.33053, 1.48929, -3.65516
2.61518, 1.48929, -3.45723
2.8831, 1.48929, -3.23718
3.13257, 1.48929, -2.99643
3.36201, 1.48929, -2.7365
3.56995, 1.48929, -2.45908
3.75504, 1.48929, -2.16592
3.91612, 1.48929, -1.85891
4.05215, 1.48929, -1.54001
4.16226, 1.48929, -1.21126
4.24575, 1.48929, -0.87476
4.30207, 1.48929, -0.532665
4.33088, 1.48929, -0.187162
3.87136, 1.8002, 0
3.85898, 1.8002, 0.309379
3.82192, 1.8002, 0.616779
3.7604, 1.8002, 0.920234
3.67484, 1.8002, 1.2178
3.56576, 1.8002, 1.50758
3.43388, 1.8002, 1.78772
3.28003, 1.8002, 2.05642
3.10521, 1.8002, 2.31196
2.91051, 1.8002, 2.55272
2.69721, 1.8002, 2.77715
2.46664, 1.8002, 2.98381
2.22031, 1.8002, 3.17139
1.95976, 1.8002, 3.33868
1.68669, 1.8002, 3.48462
1.40282, 1.8002, 3.60826
1.10998, 1.8002, 3.70883
0.810039, 1.8002, 3.78567
0.504917, 1.8002, 3.8383
0.196566, 1.8002, 3.86637
-0.113043, 1.8002, 3.86971
-0.421929, 1.8002, 3.8483
-0.728115, 1.8002, 3.80228
-1.02964, 1.8002, 3.73193
-1.32459, 1.8002, 3.63771
-1.61106, 1.8002, 3.52022
-1.88722, 1.8002, 3.38022
-2.15132, 1.8002, 3.21859
-2.40165, 1.8002, 3.03637
-2.63662, 1.8002, 2.83473
-2.85472, 1.8002, 2.61496
-3.05456, 1.8002, 2.37847
-3.23487, 1.8002, 2.12676
-3.39448, 1.8002, 1.86144
-3.53238, 1.8002, 1.58422
-3.64769, 1.8002, 1.29686
-3.73966, 1.8002, 1.00121
-3.80771, 1.8002, 0.699156
-3.8514, 1.8002, 0.392628
-3.87046, 1.8002, 0.0835888
-3.86476, 1.8002, -0.225985
-3.83434, 1.8002, -0.534113
-3.7794, 1.8002, -0.838825
-3.70027, 1.8002, -1.13817
-3.59748, 1.8002, -1.43024
-3.47168, 1.8002, -1.71315
-3.32367, 1.8002, -1.98511
-3.1544, 1.8002, -2.24437
-2.96495, 1.8002, -2.48928
-2.75654, 1.8002, -2.71826
-2.5305, 1.8002, -2.92985
-2.28827, 1.8002, -3.12271
-2.0314, 1.8002, -3.29559
-1.76153, 1.8002, -3.44738
-1.4804, 1.8002, -3.57713
-1.1898, 1.8002, -3.684
-0.891594, 1.8002, -3.7673
-0.58768, 1.8002, -3.8265
-0.280007, 1.8002, -3.86123
0.0294566, 1.8002, -3.87125
0.338732, 1.8002, -3.85652
0.645841, 1.8002, -3.81711
0.948818, 1.8002, -3.75329
1.24573, 1.8002, -3.66546
1.53467, 1.8002, -3.55419
1.81379, 1.8002, -3.42018
2.08131, 1.8002, -3.26429
2.33552, 1.8002, -3.08753
2.57479, 1.8002, -2.89101
2.79759, 1.8002, -2.676
3.00249, 1.8002, -2.44387
3.18819, 1.8002, -2.19611
3.35349, 1.8002, -1.93431
3.49735, 1.8002, -1.66013
3.61883, 1.8002, -1.37533
3.71717, 1.8002, -1.08173
3.79172, 1.8002, -0.781216
3.84203, 1.8002, -0.475703
3.86775, 1.8002, -0.167148
3.33993, 1.9709, 0
3.32925, 1.9709, 0.26691
3.29727, 1.9709, 0.532112
3.2442, 1.9709, 0.793911
3.17038, 1.9709, 1.05063
3.07628, 1.9709, 1.30063
2.9625, 1.9709, 1.54231
2.82978, 1.9709, 1.77413
2.67895, 1.9709, 1.99459
2.51098, 1.9709, 2.2023
2.32695, 1.9709, 2.39592
2.12804, 1.9709, 2.57422
1.91552, 1.9709, 2.73605
1.69074, 1.9709, 2.88037
1.45515, 1.9709, 3.00628
1.21025, 1.9709, 3.11295
0.95761, 1.9709, 3.19971
0.698843, 1.9709, 3.266
0.435606, 1.9709, 3.31141
0.169583, 1.9709, 3.33563
-0.0975254, 1.9709, 3.33851
-0.36401, 1.9709, 3.32004
-0.628165, 1.9709, 3.28033
-0.888303, 1.9709, 3.21964
-1.14276, 1.9709, 3.13835
-1.3899, 1.9709, 3.03699
-1.62816, 1.9709, 2.91621
-1.856, 1.9709, 2.77677
-2.07197, 1.9709, 2.61956
-2.27468, 1.9709, 2.4456
-2.46285, 1.9709, 2.256
-2.63526, 1.9709, 2.05197
-2.79081, 1.9709, 1.83481
-2.92851, 1.9709, 1.60592
-3.04748, 1.9709, 1.36675
-3.14696, 1.9709, 1.11884
-3.22631, 1.9709, 0.863773
-3.28502, 1.9709, 0.603181
-3.32271, 1.9709, 0.338731
-3.33916, 1.9709, 0.0721144
-3.33424, 1.9709, -0.194964
-3.30799, 1.9709, -0.460794
-3.26059, 1.9709, -0.723678
-3.19233, 1.9709, -0.981932
-3.10365, 1.9709, -1.23391
-2.99512, 1.9709, -1.47799
-2.86742, 1.9709, -1.71261
-2.72139, 1.9709, -1.93628
-2.55795, 1.9709, -2.14757
-2.37815, 1.9709, -2.34512
-2.18313, 1.9709, -2.52767
-1.97415, 1.9709, -2.69405
-1.75254, 1.9709, -2.84319
-1.51972, 1.9709, -2.97415
-1.27719, 1.9709, -3.08609
-1.02648, 1.9709, -3.17829
-0.769203, 1.9709, -3.25015
-0.507008, 1.9709, -3.30123
-0.24157, 1.9709, -3.33119
0.025413, 1.9709, -3.33984
0.292234, 1.9709, -3.32713
0.557185, 1.9709, -3.29313
0.818572, 1.9709, -3.23807
1.07472, 1.9709, -3.1623
1.324, 1.9709, -3.0663
1.56481, 1.9709, -2.95068
1.79561, 1.9709, -2.8162
2.01492, 1.9709, -2.66369
2.22134, 1.9709, -2.49415
2.41356, 1.9709, -2.30866
2.59033, 1.9709, -2.1084
2.75054, 1.9709, -1.89465
2.89315, 1.9709, -1.66878
3.01726, 1.9709, -1.43224
3.12207, 1.9709, -1.18653
3.2069, 1.9709, -0.93324
3.27123, 1.9709, -0.673977
3.31462, 1.9709, -0.410403
3.33682, 1.9709, -0.144203
2.78203, 1.98809, 0
2.77313, 1.98809, 0.222325
2.74649, 1.98809, 0.443227
2.70229, 1.98809, 0.661295
2.6408, 1.98809, 0.875133
2.56242, 1.98809, 1.08337
2.46764, 1.98809, 1.28468
2.35709, 1.98809, 1.47777
2.23145, 1.98809, 1.66141
2.09154, 1.98809, 1.83443
1.93826, 1.98809, 1.9957
1.77257, 1.98809, 2.14422
1.59555, 1.98809, 2.27901
1.40832, 1.98809, 2.39923
